Date,Event_ID,Winner,Loser,W_KD,L_KD,W_STR,L_STR,W_TD,L_TD,W_SUB,L_SUB,Weight class,Method,Round,Time,W/L
"The Ultimate Fighter: A New World Champion Finale  December 01, 2017",30e8b4505f5ccf92,Brett Johns,Joe Soto,0,0,1,0,0,0,1,0,Bantamweight,SUB  Calf Slicer,1.0,0:30,win
"The Ultimate Fighter: A New World Champion Finale  December 01, 2017",30e8b4505f5ccf92,Ryan Janes,Andrew Sanchez,0,2,159,96,0,3,0,0,Middleweight,KO/TKO  Punch,3.0,0:58,win
"UFC Fight Night: Bisping vs. Gastelum  November 25, 2017",e7bc606d269896aa,Kelvin Gastelum,Michael Bisping,1,0,14,7,0,0,0,0,Middleweight,KO/TKO  Punch,1.0,2:30,win
"UFC Fight Night: Bisping vs. Gastelum  November 25, 2017",e7bc606d269896aa,Li Jingliang,Zak Ottow,1,0,26,5,0,0,0,0,Welterweight,KO/TKO  Punches,1.0,2:57,win
"UFC Fight Night: Bisping vs. Gastelum  November 25, 2017",e7bc606d269896aa,Wang Guan,Alex Caceres,1,0,71,49,0,0,0,0,Featherweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Bisping vs. Gastelum  November 25, 2017",e7bc606d269896aa,Alex Garcia,Muslim Salikhov,0,0,6,10,3,0,1,0,Welterweight,SUB  Rear Naked Choke,2.0,3:22,win
"UFC Fight Night: Bisping vs. Gastelum  November 25, 2017",e7bc606d269896aa,Zabit Magomedsharipov,Sheymon Moraes,0,0,34,18,11,0,1,0,Featherweight,SUB  Anaconda Choke,3.0,4:30,win
"UFC Fight Night: Bisping vs. Gastelum  November 25, 2017",e7bc606d269896aa,Song Kenan,Bobby Nash,1,0,14,1,0,0,0,0,Welterweight,KO/TKO  Punches,1.0,0:15,win
"UFC Fight Night: Bisping vs. Gastelum  November 25, 2017",e7bc606d269896aa,Song Yadong,Bharat Kandare,1,0,8,3,0,0,1,0,Featherweight,SUB  Guillotine Choke,1.0,4:16,win
"UFC Fight Night: Bisping vs. Gastelum  November 25, 2017",e7bc606d269896aa,Shamil Abdurakhimov,Chase Sherman,1,0,6,5,0,0,0,0,Heavyweight,KO/TKO  Punches,1.0,1:24,win
"UFC Fight Night: Bisping vs. Gastelum  November 25, 2017",e7bc606d269896aa,Rolando Dy,Wulijiburen,1,0,26,17,0,4,0,0,Featherweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Bisping vs. Gastelum  November 25, 2017",e7bc606d269896aa,Cyril Asker,Hu Yaozong,0,0,20,8,4,0,1,1,Heavyweight,SUB  Rear Naked Choke,2.0,2:33,win
"UFC Fight Night: Werdum vs. Tybura  November 18, 2017",caced97768818230,Fabricio Werdum,Marcin Tybura,0,0,155,127,1,1,0,0,Heavyweight,U-DEC,5.0,5:00,win
"UFC Fight Night: Werdum vs. Tybura  November 18, 2017",caced97768818230,Belal Muhammad,Tim Means,0,0,88,91,1,0,0,0,Welterweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Werdum vs. Tybura  November 18, 2017",caced97768818230,Jake Matthews,Bojan Velickovic,0,0,20,24,4,1,0,1,Welterweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Werdum vs. Tybura  November 18, 2017",caced97768818230,Elias Theodorou,Daniel Kelly,0,0,118,42,0,2,0,1,Middleweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Werdum vs. Tybura  November 18, 2017",caced97768818230,Alexander Volkanovski,Shane Young,0,0,68,18,5,1,0,0,Catch Weight,U-DEC,3.0,5:00,win
"UFC Fight Night: Werdum vs. Tybura  November 18, 2017",caced97768818230,Ryan Benoit,Ashkan Mokhtarian,1,0,45,42,0,0,0,0,Flyweight,KO/TKO  Kick,3.0,2:38,win
"UFC Fight Night: Werdum vs. Tybura  November 18, 2017",caced97768818230,Nik Lentz,Will Brooks,0,0,34,49,0,2,1,1,Lightweight,SUB  Guillotine Choke,2.0,2:05,win
"UFC Fight Night: Werdum vs. Tybura  November 18, 2017",caced97768818230,Tai Tuivasa,Rashad Coulter,1,0,22,10,0,0,0,0,Heavyweight,KO/TKO  Flying Knee,1.0,4:35,win
"UFC Fight Night: Werdum vs. Tybura  November 18, 2017",caced97768818230,Frank Camacho,Damien Brown,0,0,154,104,1,2,0,1,Lightweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Werdum vs. Tybura  November 18, 2017",caced97768818230,Eric Shelton,Jenel Lausa,0,0,86,5,5,1,0,2,Flyweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Werdum vs. Tybura  November 18, 2017",caced97768818230,Adam Wieczorek,Anthony Hamilton,0,0,42,32,0,2,0,0,Heavyweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Poirier vs. Pettis  November 11, 2017",d856a0080ac09ed7,Dustin Poirier,Anthony Pettis,0,0,53,34,5,1,0,4,Lightweight,KO/TKO,3.0,2:08,win
"UFC Fight Night: Poirier vs. Pettis  November 11, 2017",d856a0080ac09ed7,Matt Brown,Diego Sanchez,1,0,18,12,0,0,0,0,Welterweight,KO/TKO  Elbow,1.0,3:44,win
"UFC Fight Night: Poirier vs. Pettis  November 11, 2017",d856a0080ac09ed7,Andrei Arlovski,Junior Albini,0,0,92,48,0,0,0,0,Heavyweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Poirier vs. Pettis  November 11, 2017",d856a0080ac09ed7,Cezar Ferreira,Nate Marquardt,0,1,47,36,2,0,0,0,Middleweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Poirier vs. Pettis  November 11, 2017",d856a0080ac09ed7,Raphael Assuncao,Matthew Lopez,1,0,46,34,0,1,0,0,Bantamweight,KO/TKO  Punch,3.0,1:50,win
"UFC Fight Night: Poirier vs. Pettis  November 11, 2017",d856a0080ac09ed7,Clay Guida,Joe Lauzon,1,0,24,1,0,0,0,0,Lightweight,KO/TKO  Punch,1.0,1:07,win
"UFC Fight Night: Poirier vs. Pettis  November 11, 2017",d856a0080ac09ed7,Marlon Moraes,John Dodson,0,1,45,43,1,2,1,0,Bantamweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Poirier vs. Pettis  November 11, 2017",d856a0080ac09ed7,Sage Northcutt,Michel Quinones,0,0,79,55,3,0,0,0,Lightweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Poirier vs. Pettis  November 11, 2017",d856a0080ac09ed7,Sean Strickland,Court McGee,0,0,78,62,3,0,1,0,Welterweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Poirier vs. Pettis  November 11, 2017",d856a0080ac09ed7,Jake Collier,Marcel Fortuna,0,0,94,59,0,1,0,1,Light Heavyweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Poirier vs. Pettis  November 11, 2017",d856a0080ac09ed7,Karl Roberson,Darren Stewart,0,0,17,6,1,0,2,0,Middleweight,SUB  Rear Naked Choke,1.0,3:41,win
"UFC 217: Bisping vs. St-Pierre  November 04, 2017",a25b71fe5e31fa97,Georges St-Pierre,Michael Bisping,1,0,59,27,3,0,1,0,Middleweight,SUB  Rear Naked Choke,3.0,4:23,win
"UFC 217: Bisping vs. St-Pierre  November 04, 2017",a25b71fe5e31fa97,TJ Dillashaw,Cody Garbrandt,2,1,20,18,0,0,0,0,Bantamweight,KO/TKO  Punch,2.0,2:41,win
"UFC 217: Bisping vs. St-Pierre  November 04, 2017",a25b71fe5e31fa97,Stephen Thompson,Jorge Masvidal,1,0,70,42,0,0,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC 217: Bisping vs. St-Pierre  November 04, 2017",a25b71fe5e31fa97,Paulo Costa,Johny Hendricks,1,0,49,27,0,0,0,0,Middleweight,KO/TKO  Punches,2.0,1:23,win
"UFC 217: Bisping vs. St-Pierre  November 04, 2017",a25b71fe5e31fa97,James Vick,Joe Duffy,1,0,42,25,0,2,0,0,Lightweight,KO/TKO  Punch,2.0,4:59,win
"UFC 217: Bisping vs. St-Pierre  November 04, 2017",a25b71fe5e31fa97,Mark Godbeer,Walt Harris,0,0,3,21,0,1,0,0,Heavyweight,DQ,1.0,4:29,win
"UFC 217: Bisping vs. St-Pierre  November 04, 2017",a25b71fe5e31fa97,Ovince Saint Preux,Corey Anderson,1,0,23,30,0,4,0,0,Light Heavyweight,KO/TKO  Kick,3.0,1:25,win
"UFC 217: Bisping vs. St-Pierre  November 04, 2017",a25b71fe5e31fa97,Randy Brown,Mickey Gall,0,0,41,7,1,0,0,2,Welterweight,U-DEC,3.0,5:00,win
"UFC 217: Bisping vs. St-Pierre  November 04, 2017",a25b71fe5e31fa97,Curtis Blaydes,Aleksei Oleinik,1,0,39,34,4,0,0,0,Heavyweight,KO/TKO,2.0,1:39,win
"UFC 217: Bisping vs. St-Pierre  November 04, 2017",a25b71fe5e31fa97,Ricardo Ramos,Aiemann Zahabi,1,0,42,46,3,0,0,0,Bantamweight,KO/TKO  Spinning Back Elbow,3.0,1:58,win
"UFC Fight Night: Brunson vs. Machida  October 28, 2017",a7724f51e32e763e,Derek Brunson,Lyoto Machida,1,0,10,3,0,0,0,0,Middleweight,KO/TKO  Punch,1.0,2:30,win
"UFC Fight Night: Brunson vs. Machida  October 28, 2017",a7724f51e32e763e,Colby Covington,Demian Maia,0,0,88,53,0,0,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Brunson vs. Machida  October 28, 2017",a7724f51e32e763e,Pedro Munhoz,Rob Font,0,0,20,30,0,0,1,0,Bantamweight,SUB  Guillotine Choke,1.0,4:03,win
"UFC Fight Night: Brunson vs. Machida  October 28, 2017",a7724f51e32e763e,Francisco Trinaldo,Jim Miller,0,0,63,34,1,1,0,0,Lightweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Brunson vs. Machida  October 28, 2017",a7724f51e32e763e,Thiago Santos,Jack Hermansson,1,0,28,5,0,0,0,0,Middleweight,KO/TKO  Punch,1.0,4:59,win
"UFC Fight Night: Brunson vs. Machida  October 28, 2017",a7724f51e32e763e,John Lineker,Marlon Vera,0,0,77,49,0,0,0,0,Bantamweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Brunson vs. Machida  October 28, 2017",a7724f51e32e763e,Vicente Luque,Niko Price,1,0,61,25,0,0,1,0,Welterweight,SUB  D'Arce Choke,2.0,4:08,win
"UFC Fight Night: Brunson vs. Machida  October 28, 2017",a7724f51e32e763e,Antonio Carlos Junior,Jack Marshman,0,0,11,1,1,0,1,0,Middleweight,SUB  Rear Naked Choke,1.0,4:30,win
"UFC Fight Night: Brunson vs. Machida  October 28, 2017",a7724f51e32e763e,Jared Gordon,Hacran Dias,0,0,101,32,2,0,0,1,Lightweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Brunson vs. Machida  October 28, 2017",a7724f51e32e763e,Elizeu Zaleski dos Santos,Max Griffin,0,2,84,51,0,0,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Brunson vs. Machida  October 28, 2017",a7724f51e32e763e,Deiveson Figueiredo,Jarred Brooks,0,0,19,30,1,7,5,0,Flyweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Brunson vs. Machida  October 28, 2017",a7724f51e32e763e,Marcelo Golm,Christian Colombo,0,0,35,2,1,0,1,0,Heavyweight,SUB  Rear Naked Choke,1.0,2:08,win
"UFC Fight Night: Cerrone vs. Till  October 21, 2017",d6b68eaf4b68b160,Darren Till,Donald Cerrone,1,0,24,14,0,1,0,0,Welterweight,KO/TKO  Punch,1.0,4:20,win
"UFC Fight Night: Cerrone vs. Till  October 21, 2017",d6b68eaf4b68b160,Jan Blachowicz,Devin Clark,0,0,33,15,1,0,1,0,Light Heavyweight,SUB  Rear Naked Choke,2.0,3:02,win
"UFC Fight Night: Cerrone vs. Till  October 21, 2017",d6b68eaf4b68b160,Oskar Piechota,Jonathan Wilson,1,0,56,17,1,0,3,0,Middleweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Cerrone vs. Till  October 21, 2017",d6b68eaf4b68b160,Marcin Held,Nasrat Haqparast,0,1,19,27,3,1,1,0,Lightweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Cerrone vs. Till  October 21, 2017",d6b68eaf4b68b160,Brian Kelleher,Damian Stasiak,1,0,79,43,1,1,1,0,Bantamweight,KO/TKO  Punch,3.0,3:39,win
"UFC Fight Night: Cerrone vs. Till  October 21, 2017",d6b68eaf4b68b160,Ramazan Emeev,Sam Alvey,0,0,38,29,1,0,0,0,Middleweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Cerrone vs. Till  October 21, 2017",d6b68eaf4b68b160,Andre Fili,Artem Lobov,1,0,55,55,5,0,0,0,Featherweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Cerrone vs. Till  October 21, 2017",d6b68eaf4b68b160,Warlley Alves,Salim Touahri,0,0,38,35,2,0,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Cerrone vs. Till  October 21, 2017",d6b68eaf4b68b160,Josh Emmett,Felipe Arantes,4,0,67,43,1,0,0,0,Featherweight,U-DEC,3.0,5:00,win
"UFC 216: Ferguson vs. Lee  October 07, 2017",cc5834a495d1ea08,Tony Ferguson,Kevin Lee,0,0,54,55,0,3,2,0,Lightweight,SUB  Triangle Choke,3.0,4:02,win
"UFC 216: Ferguson vs. Lee  October 07, 2017",cc5834a495d1ea08,Demetrious Johnson,Ray Borg,0,0,64,13,8,3,2,0,Flyweight,SUB  Armbar,5.0,3:15,win
"UFC 216: Ferguson vs. Lee  October 07, 2017",cc5834a495d1ea08,Fabricio Werdum,Walt Harris,0,0,0,0,1,0,1,0,Heavyweight,SUB  Armbar,1.0,1:05,win
"UFC 216: Ferguson vs. Lee  October 07, 2017",cc5834a495d1ea08,Beneil Dariush,Evan Dunham,1,0,81,36,0,1,0,0,Lightweight,M-DEC,3.0,5:00,draw  draw
"UFC 216: Ferguson vs. Lee  October 07, 2017",cc5834a495d1ea08,Cody Stamann,Tom Duquesnoy,0,0,66,33,4,1,0,0,Bantamweight,S-DEC,3.0,5:00,win
"UFC 216: Ferguson vs. Lee  October 07, 2017",cc5834a495d1ea08,Lando Vannata,Bobby Green,1,0,104,93,4,1,1,0,Lightweight,S-DEC,3.0,5:00,draw  draw
"UFC 216: Ferguson vs. Lee  October 07, 2017",cc5834a495d1ea08,Matt Schnell,Marco Beltran,0,0,38,34,0,1,1,0,Flyweight,U-DEC,3.0,5:00,win
"UFC 216: Ferguson vs. Lee  October 07, 2017",cc5834a495d1ea08,John Moraga,Bibulatov Magomed,1,0,8,5,0,0,0,0,Flyweight,KO/TKO  Punch,1.0,1:38,win
"UFC 216: Ferguson vs. Lee  October 07, 2017",cc5834a495d1ea08,Brad Tavares,Thales Leites,1,0,70,46,0,0,0,0,Middleweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Saint Preux vs. Okami  September 22, 2017",9211aae062b799d6,Ovince Saint Preux,Yushin Okami,0,0,0,0,0,0,1,1,Light Heavyweight,SUB  Von Flue Choke,1.0,1:50,win
"UFC Fight Night: Saint Preux vs. Okami  September 22, 2017",9211aae062b799d6,Dong Hyun Ma,Takanori Gomi,1,0,13,2,0,0,0,0,Lightweight,KO/TKO  Punch,1.0,1:30,win
"UFC Fight Night: Saint Preux vs. Okami  September 22, 2017",9211aae062b799d6,Gokhan Saki,Henrique da Silva,2,0,40,20,0,0,0,0,Light Heavyweight,KO/TKO  Punch,1.0,4:45,win
"UFC Fight Night: Saint Preux vs. Okami  September 22, 2017",9211aae062b799d6,Teruto Ishihara,Rolando Dy,1,0,50,48,2,0,0,0,Featherweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Saint Preux vs. Okami  September 22, 2017",9211aae062b799d6,Jussier Formiga,Yuta Sasaki,0,0,9,16,1,0,2,0,Flyweight,SUB  Rear Naked Choke,1.0,4:30,win
"UFC Fight Night: Saint Preux vs. Okami  September 22, 2017",9211aae062b799d6,Keita Nakamura,Alex Morono,0,0,27,38,2,0,0,0,Welterweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Saint Preux vs. Okami  September 22, 2017",9211aae062b799d6,Shinsho Anzai,Luke Jumeau,0,0,51,49,1,0,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Saint Preux vs. Okami  September 22, 2017",9211aae062b799d6,Daichi Abe,Hyun Gyu Lim,1,0,63,43,1,0,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Rockhold vs. Branch  September 16, 2017",1979c80150f630c4,Luke Rockhold,David Branch,0,0,58,25,2,1,0,0,Middleweight,KO/TKO  Punches,2.0,4:05,win
"UFC Fight Night: Rockhold vs. Branch  September 16, 2017",1979c80150f630c4,Mike Perry,Alex Reyes,1,0,11,6,0,0,0,0,Welterweight,KO/TKO  Knee,1.0,1:19,win
"UFC Fight Night: Rockhold vs. Branch  September 16, 2017",1979c80150f630c4,Anthony Smith,Hector Lombard,1,0,35,65,0,1,0,0,Middleweight,KO/TKO  Punches,3.0,2:33,win
"UFC Fight Night: Rockhold vs. Branch  September 16, 2017",1979c80150f630c4,Gregor Gillespie,Jason Gonzalez,1,0,20,22,4,0,1,0,Lightweight,SUB  Arm Triangle,2.0,2:11,win
"UFC Fight Night: Rockhold vs. Branch  September 16, 2017",1979c80150f630c4,Kamaru Usman,Sergio Moraes,1,0,16,13,0,0,0,0,Welterweight,KO/TKO  Punch,1.0,2:48,win
"UFC Fight Night: Rockhold vs. Branch  September 16, 2017",1979c80150f630c4,Justin Ledet,Azunna Anyanwu,0,0,36,37,0,0,0,0,Heavyweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Rockhold vs. Branch  September 16, 2017",1979c80150f630c4,Olivier Aubin-Mercier,Anthony Rocco Martin,0,0,20,15,4,0,0,1,Lightweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Rockhold vs. Branch  September 16, 2017",1979c80150f630c4,Daniel Spitz,Anthony Hamilton,0,0,5,0,1,0,0,0,Heavyweight,KO/TKO  Punches,1.0,0:24,win
"UFC Fight Night: Rockhold vs. Branch  September 16, 2017",1979c80150f630c4,Uriah Hall,Krzysztof Jotko,1,1,26,44,0,1,0,1,Middleweight,KO/TKO  Punches,2.0,2:25,win
"UFC Fight Night: Rockhold vs. Branch  September 16, 2017",1979c80150f630c4,Gilbert Burns,Jason Saggo,1,0,42,35,2,1,0,0,Lightweight,KO/TKO  Punch,2.0,4:55,win
"UFC 215: Nunes vs Shevchenko 2  September 09, 2017",d86e913c548c07c2,Rafael Dos Anjos,Neil Magny,0,0,13,1,0,0,1,0,Welterweight,SUB  Arm Triangle,1.0,3:43,win
"UFC 215: Nunes vs Shevchenko 2  September 09, 2017",d86e913c548c07c2,Henry Cejudo,Wilson Reis,1,0,34,5,2,0,0,0,Flyweight,KO/TKO  Punch,2.0,0:25,win
"UFC 215: Nunes vs Shevchenko 2  September 09, 2017",d86e913c548c07c2,Ilir Latifi,Tyson Pedro,0,0,44,31,4,0,0,0,Light Heavyweight,U-DEC,3.0,5:00,win
"UFC 215: Nunes vs Shevchenko 2  September 09, 2017",d86e913c548c07c2,Jeremy Stephens,Gilbert Melendez,5,0,96,29,0,0,0,0,Featherweight,U-DEC,3.0,5:00,win
"UFC 215: Nunes vs Shevchenko 2  September 09, 2017",d86e913c548c07c2,Ricky Glenn,Gavin Tucker,1,0,142,23,4,0,1,1,Featherweight,U-DEC,3.0,5:00,win
"UFC 215: Nunes vs Shevchenko 2  September 09, 2017",d86e913c548c07c2,Alex White,Mitch Clarke,3,0,57,28,0,0,0,0,Lightweight,KO/TKO  Punch,2.0,4:36,win
"UFC 215: Nunes vs Shevchenko 2  September 09, 2017",d86e913c548c07c2,Arjan Bhullar,Luis Henrique,1,0,24,32,1,0,0,0,Heavyweight,U-DEC,3.0,5:00,win
"UFC 215: Nunes vs Shevchenko 2  September 09, 2017",d86e913c548c07c2,Kajan Johnson,Adriano Martins,1,0,26,16,0,0,0,1,Lightweight,KO/TKO  Punch,3.0,0:49,win
"UFC Fight Night: Volkov vs. Struve  September 02, 2017",a3244e3238541482,Alexander Volkov,Stefan Struve,1,0,135,41,2,0,0,0,Heavyweight,KO/TKO  Punch,3.0,3:30,win
"UFC Fight Night: Volkov vs. Struve  September 02, 2017",a3244e3238541482,Siyar Bahadurzada,Rob Wilkinson,3,0,43,24,0,2,1,0,Middleweight,KO/TKO  Punch,2.0,3:10,win
"UFC Fight Night: Volkov vs. Struve  September 02, 2017",a3244e3238541482,Leon Edwards,Bryan Barberena,0,1,23,44,3,0,3,1,Welterweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Volkov vs. Struve  September 02, 2017",a3244e3238541482,Darren Till,Bojan Velickovic,0,0,49,34,1,0,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Volkov vs. Struve  September 02, 2017",a3244e3238541482,Mairbek Taisumov,Felipe Silva,1,0,2,0,0,0,0,0,Lightweight,KO/TKO  Punch,1.0,1:24,win
"UFC Fight Night: Volkov vs. Struve  September 02, 2017",a3244e3238541482,Michel Prazeres,Mads Burnell,0,0,26,10,4,0,1,0,Lightweight,SUB  North-South Choke,3.0,1:26,win
"UFC Fight Night: Volkov vs. Struve  September 02, 2017",a3244e3238541482,Rustam Khabilov,Desmond Green,0,0,34,47,3,1,0,0,Lightweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Volkov vs. Struve  September 02, 2017",a3244e3238541482,Aleksandar Rakic,Francimar Barroso,0,0,46,24,0,2,0,0,Light Heavyweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Volkov vs. Struve  September 02, 2017",a3244e3238541482,Zabit Magomedsharipov,Mike Santiago,0,0,45,24,1,2,2,0,Featherweight,SUB  Rear Naked Choke,2.0,4:22,win
"UFC Fight Night: Volkov vs. Struve  September 02, 2017",a3244e3238541482,Abdul-Kerim Edilov,Bojan Mihajlovic,0,0,77,1,2,0,1,0,Light Heavyweight,KO/TKO  Punches,2.0,2:32,win
"UFC Fight Night: Volkov vs. Struve  September 02, 2017",a3244e3238541482,Thibault Gouti,Andrew Holbrook,1,0,41,22,0,0,0,0,Lightweight,KO/TKO  Punches,1.0,4:28,win
"UFC Fight Night: Pettis vs. Moreno  August 05, 2017",f4a031ac205ac580,Sergio Pettis,Brandon Moreno,0,0,76,45,0,4,0,0,Flyweight,U-DEC,5.0,5:00,win
"UFC Fight Night: Pettis vs. Moreno  August 05, 2017",f4a031ac205ac580,Niko Price,Alan Jouban,1,0,10,5,0,0,0,0,Welterweight,KO/TKO  Punch,1.0,1:44,win
"UFC Fight Night: Pettis vs. Moreno  August 05, 2017",f4a031ac205ac580,Humberto Bandenay,Martin Bravo,1,0,5,1,0,0,0,0,Featherweight,KO/TKO  Kick,1.0,0:26,win
"UFC Fight Night: Pettis vs. Moreno  August 05, 2017",f4a031ac205ac580,Sam Alvey,Rashad Evans,0,0,40,17,0,2,0,0,Middleweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Pettis vs. Moreno  August 05, 2017",f4a031ac205ac580,Alejandro Perez,Andre Soukhamthath,0,3,44,43,1,0,0,0,Bantamweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Pettis vs. Moreno  August 05, 2017",f4a031ac205ac580,Jack Hermansson,Brad Scott,0,0,38,0,1,0,0,1,Middleweight,KO/TKO  Punch,1.0,3:50,win
"UFC Fight Night: Pettis vs. Moreno  August 05, 2017",f4a031ac205ac580,Dustin Ortiz,Hector Sandoval,1,0,8,1,0,0,0,0,Flyweight,KO/TKO  Punch,1.0,0:15,win
"UFC Fight Night: Pettis vs. Moreno  August 05, 2017",f4a031ac205ac580,Rani Yahya,Henry Briones,0,0,3,0,1,0,2,0,Bantamweight,SUB  Kimura,1.0,2:01,win
"UFC Fight Night: Pettis vs. Moreno  August 05, 2017",f4a031ac205ac580,Jose Quinonez,Diego Rivas,0,0,59,27,1,1,0,2,Bantamweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Pettis vs. Moreno  August 05, 2017",f4a031ac205ac580,Joseph Morales,Robert Sanchez,1,0,12,2,0,1,1,0,Flyweight,SUB  Rear Naked Choke,1.0,3:56,win
"UFC Fight Night: Pettis vs. Moreno  August 05, 2017",f4a031ac205ac580,Jordan Rinaldi,Alvaro Herrera Mendoza,0,0,6,2,0,0,1,1,Lightweight,SUB  Von Flue Choke,1.0,2:01,win
"UFC 214: Cormier vs. Jones 2  July 29, 2017",ff9578cdbfabd323,Daniel Cormier,Jon Jones,0,1,58,95,0,0,0,0,Light Heavyweight,Overturned  Kick,3.0,3:01,nc  nc
"UFC 214: Cormier vs. Jones 2  July 29, 2017",ff9578cdbfabd323,Tyron Woodley,Demian Maia,1,0,57,28,0,0,0,0,Welterweight,U-DEC,5.0,5:00,win
"UFC 214: Cormier vs. Jones 2  July 29, 2017",ff9578cdbfabd323,Robbie Lawler,Donald Cerrone,0,0,77,82,0,1,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC 214: Cormier vs. Jones 2  July 29, 2017",ff9578cdbfabd323,Volkan Oezdemir,Jimi Manuwa,0,0,12,2,0,0,0,0,Light Heavyweight,KO/TKO  Punches,1.0,0:42,win
"UFC 214: Cormier vs. Jones 2  July 29, 2017",ff9578cdbfabd323,Ricardo Lamas,Jason Knight,0,0,42,8,1,0,0,0,Featherweight,KO/TKO  Punches,1.0,4:34,win
"UFC 214: Cormier vs. Jones 2  July 29, 2017",ff9578cdbfabd323,Aljamain Sterling,Renan Barao,0,0,71,19,1,2,0,0,Catch Weight,U-DEC,3.0,5:00,win
"UFC 214: Cormier vs. Jones 2  July 29, 2017",ff9578cdbfabd323,Brian Ortega,Renato Moicano,0,0,65,109,0,2,1,0,Featherweight,SUB  Guillotine Choke,3.0,2:59,win
"UFC 214: Cormier vs. Jones 2  July 29, 2017",ff9578cdbfabd323,Calvin Kattar,Andre Fili,0,0,75,73,2,0,0,0,Featherweight,U-DEC,3.0,5:00,win
"UFC 214: Cormier vs. Jones 2  July 29, 2017",ff9578cdbfabd323,Jarred Brooks,Eric Shelton,0,0,27,31,5,1,1,1,Flyweight,S-DEC,3.0,5:00,win
"UFC 214: Cormier vs. Jones 2  July 29, 2017",ff9578cdbfabd323,Drew Dober,Joshua Burkman,1,0,15,11,0,0,0,0,Lightweight,KO/TKO  Punch,1.0,3:04,win
"UFC Fight Night: Weidman vs. Gastelum  July 22, 2017",9f3d6ddef3d3cccc,Chris Weidman,Kelvin Gastelum,0,1,36,26,7,0,2,0,Middleweight,SUB  Arm Triangle,3.0,3:45,win
"UFC Fight Night: Weidman vs. Gastelum  July 22, 2017",9f3d6ddef3d3cccc,Darren Elkins,Dennis Bermudez,0,0,70,69,3,1,2,0,Featherweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Weidman vs. Gastelum  July 22, 2017",9f3d6ddef3d3cccc,Patrick Cummins,Gian Villante,0,0,86,72,1,0,0,0,Light Heavyweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Weidman vs. Gastelum  July 22, 2017",9f3d6ddef3d3cccc,Jimmie Rivera,Thomas Almeida,2,0,70,72,2,0,0,0,Bantamweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Weidman vs. Gastelum  July 22, 2017",9f3d6ddef3d3cccc,Elizeu Zaleski dos Santos,Lyman Good,0,0,83,75,1,1,0,0,Welterweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Weidman vs. Gastelum  July 22, 2017",9f3d6ddef3d3cccc,Eryk Anders,Rafael Natal,1,0,23,14,1,0,0,0,Middleweight,KO/TKO  Punch,1.0,2:54,win
"UFC Fight Night: Weidman vs. Gastelum  July 22, 2017",9f3d6ddef3d3cccc,Alex Oliveira,Ryan LaFlare,1,0,8,5,0,0,1,0,Welterweight,KO/TKO  Punch,2.0,1:50,win
